"id","title","region_id"
1307,Шемышейский район,45
1308,городской округ Кузнецк,45
1309,городской округ Пенза,45
1310,Александровский муниципальный округ,46
1311,Бардымский район,46
1312,Берёзовский муниципальный округ,46
1313,Большесосновский район,46
1314,Гайнский муниципальный округ,46
1315,Еловский район,46
1316,ЗАТО Звёздный,46
1317,Карагайский район,46
1318,Кишертский район,46
1319,Косинский муниципальный округ,46
1320,Кочёвский муниципальный округ,46
1321,Кудымкарский муниципальный округ,46
1322,Куединский район,46
1323,Кунгурский район,46
1324,Ординский муниципальный округ,46
1325,Пермский район,46
1326,Сивинский район,46
1327,Уинский муниципальный округ,46
1328,Частинский район,46
1329,Юрлинский муниципальный округ,46
1330,Юсьвинский муниципальный округ,46
1331,Верещагинский городской округ,46
1332,Горнозаводский городской округ,46
1333,городской округ Губаха,46
1334,городской округ Кизел,46
1335,городской округ Кудымкар,46
1336,городской округ Кунгур,46
1337,Гремячинский городской округ,46
1338,Добрянский городской округ,46
1339,Ильинский городской округ,46
1340,Красновишерский городской округ,46
1341,Краснокамский городской округ,46
1342,Лысьвенский городской округ,46
1343,Нытвенский городской округ,46
1344,Октябрьский городской округ,46
1345,Осинский городской округ,46
1346,Оханский городской округ,46
1347,Очёрский городской округ,46
1348,Пермский городской округ,46
1349,Соликамский городской округ,46
1350,Суксунский городской округ,46
1351,Чайковский городской округ,46
1388,Уссурийский городской округ,47
1352,Чердынский городской округ,46
1353,Чернушинский городской округ,46
1354,Чусовской городской округ,46
1355,Анучинский муниципальный округ,47
1356,Дальнереченский район,47
1357,ЗАТО Фокино,47
1358,Кавалеровский район,47
1359,Кировский район,47
1360,Красноармейский район,47
1361,Лазовский муниципальный округ,47
1362,Михайловский район,47
1363,Надеждинский район,47
1364,Октябрьский муниципальный округ,47
1365,Ольгинский район,47
1366,Партизанский район,47
1367,Пограничный муниципальный округ,47
1368,Пожарский район,47
1369,Спасский район,47
1370,Тернейский район,47
1371,Ханкайский район,47
1372,Хасанский район,47
1373,Хорольский муниципальный округ,47
1374,Черниговский район,47
1375,Чугуевский муниципальный округ,47
1376,Шкотовский район,47
1377,Яковлевский район,47
1378,Арсеньевский городской округ,47
1379,Артёмовский городской округ,47
1380,Владивостокский городской округ,47
1381,городской округ Большой Камень,47
1382,городской округ Спасск-Дальний,47
1383,Дальнегорский городской округ,47
1384,Дальнереченский городской округ,47
1385,Лесозаводский городской округ,47
1386,Находкинский городской округ,47
1387,Партизанский городской округ,47
1389,Бежаницкий район,48
1390,Великолукский район,48
1391,Гдовский район,48
1392,Дедовичский район,48
1393,Дновский район,48
1394,Красногородский район,48
1395,Куньинский район,48
1396,Локнянский район,48
1397,Невельский район,48
1398,Новоржевский район,48
1399,Новосокольнический район,48
1400,Опочецкий район,48
1401,Островский район,48
1402,Палкинский район,48
1403,Печорский район,48
1404,Плюсский район,48
1405,Порховский район,48
1406,Псковский район,48
1407,Пустошкинский район,48
1408,Пушкиногорский район,48
1409,Пыталовский район,48
1410,Себежский район,48
1411,Струго-Красненский район,48
1412,Усвятский район,48
1413,городской округ Великие Луки,48
1414,городской округ Псков,48
1415,Кош-Агачский район,49
1416,Майминский район,49
1417,Онгудайский район,49
1418,Турочакский район,49
1419,Улаганский район,49
1420,Усть-Канский район,49
1421,Усть-Коксинский район,49
1422,Чемальский район,49
1423,Чойский район,49
1424,Шебалинский район,49
1425,городской округ Горно-Алтайск,49
1426,Баргузинский район,50
1427,Баунтовский эвенкийский район,50
1428,Бичурский район,50
1429,Джидинский район,50
1430,Еравнинский район,50
1431,Заиграевский район,50
1432,Закаменский район,50
1433,Иволгинский район,50
1434,Кабанский район,50
1435,Кижингинский район,50
1436,Курумканский район,50
1437,Кяхтинский район,50
1438,Муйский район,50
1439,Мухоршибирский район,50
1440,Окинский район,50
1441,Прибайкальский район,50
1442,Северо-Байкальский район,50
1443,Селенгинский район,50
1444,Тарбагатайский район,50
1445,Тункинский район,50
1446,Хоринский район,50
1447,городской округ Северобайкальск,50
1448,городской округ Улан-Удэ,50
1449,Городовиковский район,51
1450,Ики-Бурульский район,51
1451,Кетченеровский район,51
1452,Лаганский район,51
1453,Малодербетовский район,51
1454,Октябрьский район,51
1455,Приютненский район,51
1456,Сарпинский район,51
1457,Целинный район,51
1458,Черноземельский район,51
1459,Юстинский район,51
1460,Яшалтинский район,51
1461,Яшкульский район,51
1462,городской округ Элиста,51
1463,Беломорский район,52
1464,Калевальский район,52
1465,Кемский район,52
1466,Кондопожский район,52
1467,Лахденпохский район,52
1468,Лоухский район,52
1469,Медвежьегорский район,52
1470,Муезерский район,52
1471,Олонецкий район,52
1472,Питкярантский район,52
1473,Прионежский район,52
1474,Пряжинский район,52
1475,Пудожский район,52
1476,Сегежский район,52
1477,Сортавальский район,52
1478,Суоярвский район,52
1479,Костомукшский городской округ,52
1480,Петрозаводский городской округ,52
1481,Ижемский район,53
1482,Княжпогостский район,53
1483,Койгородский район,53
1484,Корткеросский район,53
1485,Прилузский район,53
1486,район Печора,53
1755,Горноуральский городской округ,63
1487,район Сосногорск,53
1488,Сыктывдинский район,53
1489,Сысольский район,53
1490,Троицко-Печорский район,53
1491,Удорский район,53
1492,Усть-Вымский район,53
1493,Усть-Куломский район,53
1494,Усть-Цилемский район,53
1495,городской округ Воркута,53
1496,городской округ Вуктыл,53
1497,городской округ Инта,53
1498,городской округ Сыктывкар,53
1499,городской округ Усинск,53
1500,городской округ Ухта,53
1501,Бахчисарайский район,54
1502,Белогорский район,54
1503,Джанкойский район,54
1504,Кировский район,54
1505,Красногвардейский район,54
1506,Красноперекопский район,54
1507,Ленинский район,54
1508,Нижнегорский район,54
1509,Первомайский район,54
1510,Раздольненский район,54
1511,Сакский район,54
1512,Симферопольский район,54
1513,Советский район,54
1514,Черноморский район,54
1515,городской округ Алушта,54
1516,городской округ Армянск,54
1517,городской округ Джанкой,54
1518,городской округ Евпатория,54
1519,городской округ Керчь,54
1520,городской округ Красноперекопск,54
1521,городской округ Саки,54
1522,городской округ Симферополь,54
1523,городской округ Судак,54
1524,городской округ Феодосия,54
1525,городской округ Ялта,54
1526,Бай-Тайгинский кожуун,56
1527,Барун-Хемчикский кожуун,56
1528,Дзун-Хемчикский кожуун,56
1529,Каа-Хемский кожуун,56
1530,Кызылский кожуун,56
1531,Монгун-Тайгинский кожуун,56
1532,Овюрский кожуун,56
1533,Пий-Хемский кожуун,56
1534,Сут-Хольский кожуун,56
1535,Тандинский кожуун,56
1536,Тере-Хольский кожуун,56
1537,Тес-Хемский кожуун,56
1538,Тоджинский кожуун,56
1539,Улуг-Хемский кожуун,56
1540,Чаа-Хольский кожуун,56
1541,Чеди-Хольский кожуун,56
1542,Эрзинский кожуун,56
1543,городской округ Ак-Довурак,56
1544,городской округ Город Кызыл,56
1545,Алтайский район,57
1546,Аскизский район,57
1547,Бейский район,57
1548,Боградский район,57
1549,Орджоникидзевский район,57
1550,Таштыпский район,57
1551,Усть-Абаканский район,57
1552,Ширинский район,57
1553,городской округ Абакан,57
1554,городской округ Саяногорск,57
1555,Азовский район,58
1556,Аксайский район,58
1557,Багаевский район,58
1558,Белокалитвинский район,58
1559,Боковский район,58
1560,Верхнедонской район,58
1561,Весёловский район,58
1562,Волгодонской район,58
1563,Дубовский район,58
1564,Егорлыкский район,58
1565,Заветинский район,58
1566,Зерноградский район,58
1567,Зимовниковский район,58
1568,Кагальницкий район,58
1569,Каменский район,58
1570,Кашарский район,58
1571,Константиновский район,58
1572,Красносулинский район,58
1573,Куйбышевский район,58
1574,Мартыновский район,58
1575,Матвеево-Курганский район,58
1748,Белоярский городской округ,63
1576,Миллеровский район,58
1577,Милютинский район,58
1578,Морозовский район,58
1579,Мясниковский район,58
1580,Неклиновский район,58
1581,Обливский район,58
1582,Октябрьский район,58
1583,Орловский район,58
1584,Песчанокопский район,58
1585,Пролетарский район,58
1586,Ремонтненский район,58
1587,Родионово-Несветайский район,58
1588,Сальский район,58
1589,Семикаракорский район,58
1590,Советский район,58
1591,Тарасовский район,58
1592,Тацинский район,58
1593,Усть-Донецкий район,58
1594,Целинский район,58
1595,Цимлянский район,58
1596,Чертковский район,58
1597,Шолоховский район,58
1598,городской округ Азов,58
1599,городской округ Батайск,58
1600,городской округ Волгодонск,58
1601,городской округ Гуково,58
1602,городской округ Донецк,58
1603,городской округ Зверево,58
1604,городской округ Каменск-Шахтинский,58
1605,городской округ Новочеркасск,58
1606,городской округ Новошахтинск,58
1607,городской округ Ростов-на-Дону,58
1608,городской округ Таганрог,58
1609,городской округ Шахты,58
1610,Александро-Невский район,59
1611,Ермишинский район,59
1612,Захаровский район,59
1613,Кадомский район,59
1614,Касимовский район,59
1615,Клепиковский район,59
1616,Кораблинский район,59
1617,Милославский район,59
1618,Михайловский район,59
1619,Пителинский район,59
1620,Пронский район,59
1621,Путятинский район,59
1622,Рыбновский район,59
1623,Ряжский район,59
1624,Рязанский район,59
1625,Сапожковский район,59
1626,Сараевский район,59
1627,Сасовский район,59
1628,Скопинский район,59
1629,Спасский район,59
1630,Старожиловский район,59
1631,Ухоловский район,59
1632,Чучковский район,59
1633,Шацкий район,59
1634,Шиловский район,59
1635,городской округ Касимов,59
1636,городской округ Рязань,59
1637,городской округ Сасово,59
1638,городской округ Скопин,59
1639,Алексеевский район,60
1640,Безенчукский район,60
1641,Богатовский район,60
1642,Большеглушицкий район,60
1643,Большечерниговский район,60
1644,Борский район,60
1645,Волжский район,60
1646,Елховский район,60
1647,Исаклинский район,60
1648,Камышлинский район,60
1749,Берёзовский городской округ,63
1649,Кинель-Черкасский район,60
1650,Кинельский район,60
1651,Клявлинский район,60
1652,Кошкинский район,60
1653,Красноармейский район,60
1654,Красноярский район,60
1655,Нефтегорский район,60
1656,Пестравский район,60
1657,Похвистневский район,60
1658,Приволжский район,60
1659,Сергиевский район,60
1660,Ставропольский район,60
1661,Сызранский район,60
1662,Хворостянский район,60
1663,Челно-Вершинский район,60
1664,Шенталинский район,60
1665,Шигонский район,60
1666,городской округ Жигулёвск,60
1667,городской округ Кинель,60
1668,городской округ Новокуйбышевск,60
1669,городской округ Октябрьск,60
1670,городской округ Отрадный,60
1671,городской округ Похвистнево,60
1672,городской округ Самара,60
1673,городской округ Сызрань,60
1674,городской округ Тольятти,60
1675,городской округ Чапаевск,60
1676,Александрово-Гайский район,61
1677,Аркадакский район,61
1678,Аткарский район,61
1679,Базарно-Карабулакский район,61
1680,Балаковский район,61
1681,Балашовский район,61
1682,Балтайский район,61
1683,Вольский район,61
1684,Воскресенский район,61
1685,Дергачёвский район,61
1686,Духовницкий район,61
1687,Екатериновский район,61
1688,Ершовский район,61
1689,ЗАТО Светлый,61
1690,Ивантеевский район,61
1691,Калининский район,61
1692,Красноармейский район,61
1693,Краснокутский район,61
1694,Краснопартизанский район,61
1695,Лысогорский район,61
1696,Марксовский район,61
1697,Новобурасский район,61
1698,Новоузенский район,61
1699,Озинский район,61
1700,Перелюбский район,61
1701,Петровский район,61
1702,Питерский район,61
1703,Пугачёвский район,61
1704,Ровенский район,61
1705,Романовский район,61
1706,Ртищевский район,61
1707,Самойловский район,61
1708,Саратовский район,61
1709,Советский район,61
1710,Татищевский район,61
1711,Турковский район,61
1712,Фёдоровский район,61
1713,Хвалынский район,61
1714,Энгельсский район,61
1715,городской округ Михайловский,61
1716,городской округ Саратов,61
1717,городской округ Шиханы,61
1718,Александровск-Сахалинский район,62
1719,Анивский городской округ,62
1720,городской округ Южно-Сахалинск,62
1721,Долинский городской округ,62
1722,Корсаковский городской округ,62
1723,Курильский городской округ,62
1724,Макаровский городской округ,62
1725,Невельский городской округ,62
1726,Ногликский городской округ,62
1727,Охинский городской округ,62
1728,Поронайский городской округ,62
1729,Северо-Курильский городской округ,62
1730,Смирныховский городской округ,62
1731,Томаринский городской округ,62
1732,Тымовский городской округ,62
1733,Углегорский городской округ,62
1734,Холмский городской округ,62
1735,Южно-Курильский городской округ,62
1736,Байкаловский район,63
1737,ЗАТО Свободный,63
1738,Камышловский район,63
1739,Красноуфимский округ,63
1740,Нижнесергинский район,63
1741,Слободо-Туринский район,63
1742,Таборинский район,63
1743,Арамильский городской округ,63
1744,Артёмовский городской округ,63
1745,Артинский городской округ,63
1746,Асбестовский городской округ,63
1747,Ачитский городской округ,63
1750,Бисертский городской округ,63
1751,Верхнесалдинский городской округ,63
1752,Верхотурский городской округ,63
1753,Волчанский городской округ,63
1754,Гаринский городской округ,63
1756,городской округ Алапаевск,63
1757,городской округ Алапаевское,63
1758,городской округ Богданович,63
1759,городской округ Верх-Нейвинский,63
1760,городской округ Верхнее Дуброво,63
1761,городской округ Верхний Тагил,63
1762,городской округ Верхняя Пышма,63
1763,городской округ Верхняя Тура,63
1764,городской округ Дегтярск,63
1765,городской округ Екатеринбург,63
1766,городской округ Заречный,63
1767,городской округ Ирбит,63
1768,городской округ Ирбитское,63
1769,городской округ Каменск-Уральский,63
1770,городской округ Карпинск,63
1771,городской округ Краснотурьинск,63
1772,городской округ Красноуральск,63
1773,городской округ Красноуфимск,63
1774,городской округ Лесной,63
1775,городской округ Махнёвское,63
1776,городской округ Нижний Тагил,63
1777,городской округ Нижняя Салда,63
1778,городской округ Пелым,63
1779,городской округ Первоуральск,63
1780,городской округ Ревда,63
1781,городской округ Среднеуральск,63
1782,городской округ Староуткинск,63
1783,городской округ Сухой Лог,63
1784,городской округ Уральский,63
1785,Ивдельский городской округ,63
1786,Каменский городской округ,63
1787,Камышловский городской округ,63
1788,Качканарский городской округ,63
1789,Кировградский городской округ,63
1790,Кушвинский городской округ,63
1791,Малышевский городской округ,63
1792,Невьянский городской округ,63
1793,Нижнетуринский городской округ,63
1794,Новолялинский городской округ,63
1795,Новоуральский городской округ,63
1796,Полевской городской округ,63
1908,Агрызский район,68
1797,Пышминский городской округ,63
1798,Режевской городской округ,63
1799,Рефтинский городской округ,63
1800,Североуральский городской округ,63
1801,Серовский городской округ,63
1802,Сосьвинский городской округ,63
1803,Сысертский городской округ,63
1804,Тавдинский городской округ,63
1805,Талицкий городской округ,63
1806,Тугулымский городской округ,63
1807,Туринский городской округ,63
1808,Шалинский городской округ,63
1809,Алагирский район,64
1810,Ардонский район,64
1811,Дигорский район,64
1812,Ирафский район,64
1813,Кировский район,64
1814,Моздокский район,64
1815,Правобережный район,64
1816,Пригородный район,64
1817,городской округ Владикавказ,64
1818,Велижский район,65
1819,Вяземский район,65
1820,Гагаринский район,65
1821,Глинковский район,65
1822,Демидовский район,65
1823,Дорогобужский район,65
1824,Духовщинский район,65
1825,Ельнинский район,65
1826,Ершичский район,65
1827,Кардымовский район,65
1828,Краснинский район,65
1829,Монастырщинский район,65
1830,Новодугинский район,65
1831,Починковский район,65
1832,Рославльский район,65
1833,Руднянский район,65
1834,Сафоновский район,65
1835,Смоленский район,65
1836,Сычёвский район,65
1837,Тёмкинский район,65
1838,Угранский район,65
1839,Хиславичский район,65
1840,Холм-Жирковский район,65
1841,Шумячский район,65
1842,Ярцевский район,65
1843,городской округ Десногорск,65
1844,городской округ Смоленск,65
1845,Александровский район,66
1846,Андроповский район,66
1847,Апанасенковский район,66
1848,Арзгирский район,66
1849,Будённовский район,66
1850,Грачёвский район,66
1851,Кочубеевский район,66
1852,Красногвардейский район,66
1853,Курский район,66
1854,Левокумский район,66
1855,Новоселицкий район,66
1856,Предгорный район,66
1857,Степновский район,66
1858,Труновский район,66
1859,Туркменский район,66
1860,Шпаковский район,66
1861,Благодарненский городской округ,66
1862,Георгиевский городской округ,66
1863,городской округ Ессентуки,66
1864,городской округ Железноводск,66
1865,городской округ Кисловодск,66
1866,городской округ Лермонтов,66
1867,городской округ Невинномысск,66
1868,городской округ Пятигорск,66
1869,городской округ Ставрополь,66
1870,Изобильненский городской округ,66
1871,Ипатовский городской округ,66
1872,Кировский городской округ,66
1873,Минераловодский городской округ,66
1874,Нефтекумский городской округ,66
1875,Новоалександровский городской округ,66
1876,Петровский городской округ,66
1877,Советский городской округ,66
1878,Бондарский район,67
1879,Гавриловский район,67
1880,Жердевский район,67
1881,Знаменский район,67
1882,Инжавинский район,67
1883,Кирсановский район,67
1884,Мичуринский район,67
1885,Мордовский район,67
1886,Моршанский район,67
1887,Мучкапский район,67
1888,Никифоровский район,67
1889,Первомайский район,67
1890,Петровский район,67
1891,Пичаевский район,67
1892,Рассказовский район,67
1893,Ржаксинский район,67
1894,Сампурский район,67
1895,Сосновский район,67
1896,Староюрьевский район,67
1897,Тамбовский район,67
1898,Токарёвский район,67
1899,Уваровский район,67
1900,Умётский район,67
1901,городской округ Кирсанов,67
1902,городской округ Котовск,67
1903,городской округ Мичуринск,67
1904,городской округ Моршанск,67
1905,городской округ Рассказово,67
1906,городской округ Тамбов,67
1907,городской округ Уварово,67
1909,Азнакаевский район,68
1910,Аксубаевский район,68
1911,Актанышский район,68
1912,Алексеевский район,68
1913,Алькеевский район,68
1914,Альметьевский район,68
1915,Апастовский район,68
1916,Арский район,68
1917,Атнинский район,68
1918,Бавлинский район,68
1919,Балтасинский район,68
1920,Бугульминский район,68
1921,Буинский район,68
1922,Верхнеуслонский район,68
1923,Высокогорский район,68
1924,Дрожжановский район,68
1925,Елабужский район,68
1926,Заинский район,68
1927,Зеленодольский район,68
1928,Кайбицкий район,68
1929,Камско-Устьинский район,68
1930,Кукморский район,68
1931,Лаишевский район,68
1932,Лениногорский район,68
1933,Мамадышский район,68
1934,Менделеевский район,68
1935,Мензелинский район,68
1936,Муслюмовский район,68
1937,Нижнекамский район,68
1938,Новошешминский район,68
1939,Нурлатский район,68
1940,Пестречинский район,68
1941,Рыбно-Слободский район,68
1942,Сабинский район,68
1943,Сармановский район,68
1944,Спасский район,68
1945,Тетюшский район,68
1946,Тукаевский район,68
1947,Тюлячинский район,68
2021,Каменский район,71
1948,Черемшанский район,68
1949,Чистопольский район,68
1950,Ютазинский район,68
1951,городской округ Казань,68
1952,городской округ Набережные Челны,68
1953,Андреапольский муниципальный округ,69
1954,Бежецкий район,69
1955,Бельский район,69
1956,Бологовский район,69
1957,Весьегонский муниципальный округ,69
1958,Жарковский район,69
1959,Западнодвинский муниципальный округ,69
1960,ЗАТО Озёрный,69
1961,ЗАТО Солнечный,69
1962,Зубцовский район,69
1963,Калининский район,69
1964,Калязинский район,69
1965,Кесовогорский район,69
1966,Кимрский район,69
1967,Конаковский район,69
1968,Краснохолмский муниципальный округ,69
1969,Кувшиновский район,69
1970,Лесной муниципальный округ,69
1971,Лихославльский район,69
1972,Максатихинский район,69
1973,Молоковский район,69
1974,Оленинский муниципальный округ,69
1975,Пеновский муниципальный округ,69
1976,Рамешковский район,69
1977,Ржевский район,69
1978,Сандовский муниципальный округ,69
1979,Селижаровский муниципальный округ,69
1980,Сонковский район,69
1981,Спировский район,69
1982,Старицкий район,69
1983,Торжокский район,69
1984,Торопецкий район,69
1985,Фировский район,69
1986,Вышневолоцкий городской округ,69
1987,городской округ Кимры,69
1988,городской округ Ржев,69
1989,городской округ Торжок,69
1990,Кашинский городской округ,69
1991,Нелидовский городской округ,69
1992,Осташковский городской округ,69
1993,Удомельский городской округ,69
1994,Александровский район,70
1995,Асиновский район,70
1996,Бакчарский район,70
1997,Верхнекетский район,70
1998,ЗАТО Северск,70
1999,Зырянский район,70
2000,Каргасокский район,70
2001,Кожевниковский район,70
2002,Колпашевский район,70
2003,Кривошеинский район,70
2004,Молчановский район,70
2005,Парабельский район,70
2006,Первомайский район,70
2007,Тегульдетский район,70
2008,Томский район,70
2009,Чаинский район,70
2010,Шегарский район,70
2011,городской округ Кедровый,70
2012,городской округ Стрежевой,70
2013,городской округ Томск,70
2014,Арсеньевский район,71
2015,Белёвский район,71
2016,Богородицкий район,71
2017,Венёвский район,71
2018,Воловский район,71
2019,Дубенский район,71
2020,Заокский район,71
2022,Кимовский район,71
2023,Киреевский район,71
2024,Куркинский район,71
2025,Одоевский район,71
2026,Плавский район,71
2027,Суворовский район,71
2028,Тёпло-Огарёвский район,71
2029,Узловский район,71
2030,Чернский район,71
2031,Щёкинский район,71
2032,Ясногорский район,71
2033,городской округ Алексин,71
2034,городской округ Донской,71
2035,городской округ Ефремов,71
2036,городской округ Новогуровский,71
2037,городской округ Новомосковск,71
2038,городской округ Славный,71
2039,Абатский район,72
2040,Армизонский район,72
2041,Аромашевский район,72
2042,Бердюжский район,72
2043,Вагайский район,72
2044,Викуловский район,72
2045,Исетский район,72
2046,Ишимский район,72
2047,Казанский район,72
2048,Нижнетавдинский район,72
2049,Омутинский район,72
2050,Сладковский район,72
2051,Сорокинский район,72
2052,Тобольский район,72
2053,Тюменский район,72
2054,Уватский район,72
2055,Упоровский район,72
2056,Юргинский район,72
2057,Ялуторовский район,72
2058,Ярковский район,72
2059,Голышмановский городской округ,72
2060,городской округ Ишим,72
2061,городской округ Тобольск,72
2062,городской округ Тюмень,72
2063,городской округ Ялуторовск,72
2064,Заводоуковский городской округ,72
2065,Алнашский район,73
2066,Балезинский район,73
2067,Вавожский район,73
2068,Воткинский район,73
2069,Глазовский район,73
2070,Граховский район,73
2071,Дебёсский район,73
2072,Завьяловский район,73
2073,Игринский район,73
2074,Камбарский район,73
2075,Каракулинский район,73
2076,Кезский район,73
2077,Кизнерский район,73
2078,Киясовский район,73
2079,Красногорский район,73
2080,Малопургинский район,73
2081,Можгинский район,73
2082,Сарапульский район,73
2083,Селтинский район,73
2084,Сюмсинский район,73
2085,Увинский район,73
2086,Шарканский район,73
2087,Юкаменский район,73
2088,Якшур-Бодьинский район,73
2089,Ярский район,73
2090,городской округ Воткинск,73
2091,городской округ Глазов,73
2092,городской округ Ижевск,73
2093,городской округ Можга,73
2094,городской округ Сарапул,73
2095,Базарносызганский район,74
2096,Барышский район,74
2097,Вешкаймский район,74
2098,Инзенский район,74
2099,Карсунский район,74
2100,Кузоватовский район,74
2101,Майнский район,74
2102,Мелекесский район,74
2103,Николаевский район,74
2104,Новомалыклинский район,74
2105,Новоспасский район,74
2106,Павловский район,74
2107,Радищевский район,74
2108,Сенгилеевский район,74
2109,Старокулаткинский район,74
2110,Старомайнский район,74
2111,Сурский район,74
2112,Тереньгульский район,74
2113,Ульяновский район,74
2114,Цильнинский район,74
2115,Чердаклинский район,74
2116,городской округ Димитровград,74
2117,городской округ Новоульяновск,74
2118,городской округ Ульяновск,74
2119,Амурский район,75
2120,Аяно-Майский район,75
2121,Бикинский район,75
2122,Ванинский район,75
2123,Верхнебуреинский район,75
2124,Вяземский район,75
2125,Комсомольский район,75
2126,Нанайский район,75
2127,Николаевский район,75
2128,Охотский район,75
2129,район имени Лазо,75
2130,район имени Полины Осипенко,75
2131,Советско-Гаванский район,75
2132,Солнечный район,75
2133,Тугуро-Чумиканский район,75
2134,Ульчский район,75
2135,Хабаровский район,75
2136,городской округ Комсомольск-на-Амуре,75
2137,городской округ Хабаровск,75
2138,Белоярский район,76
2139,Берёзовский район,76
2140,Кондинский район,76
2141,Нефтеюганский район,76
2142,Нижневартовский район,76
2143,Октябрьский район,76
2144,Советский район,76
2145,Сургутский район,76
2146,Ханты-Мансийский район,76
2147,городской округ Когалым,76
2148,городской округ Лангепас,76
2149,городской округ Мегион,76
2150,городской округ Нефтеюганск,76
2151,городской округ Нижневартовск,76
2152,городской округ Нягань,76
2153,городской округ Покачи,76
2154,городской округ Пыть-Ях,76
2155,городской округ Радужный,76
2156,городской округ Сургут,76
2157,городской округ Урай,76
2158,городской округ Ханты-Мансийск,76
2159,городской округ Югорск,76
2160,Агаповский район,77
2161,Аргаяшский район,77
2162,Ашинский район,77
2163,Брединский район,77
2164,Варненский район,77
2165,Верхнеуральский район,77
2166,Еманжелинский район,77
2167,Еткульский район,77
2168,Карталинский район,77
2169,Каслинский район,77
2170,Катав-Ивановский район,77
2171,Кизильский район,77
2172,Коркинский район,77
2173,Красноармейский район,77
2174,Кунашакский район,77
2175,Кусинский район,77
2176,Нагайбакский район,77
2177,Нязепетровский район,77
2178,Октябрьский район,77
2179,Пластовский район,77
2180,Саткинский район,77
2181,Сосновский район,77
2182,Троицкий район,77
2183,Увельский район,77
2184,Уйский район,77
2185,Чебаркульский район,77
2186,Чесменский район,77
2187,Верхнеуфалейский городской округ,77
2188,Златоустовский городской округ,77
2189,Карабашский городской округ,77
2190,Копейский городской округ,77
2191,Кыштымский городской округ,77
2192,Локомотивный городской округ,77
2193,Магнитогорский городской округ,77
2194,Миасский городской округ,77
2195,Озёрский городской округ,77
2196,Снежинский городской округ,77
2197,Трёхгорный городской округ,77
2198,Троицкий городской округ,77
2199,Усть-Катавский городской округ,77
2200,Чебаркульский городской округ,77
2201,Челябинский городской округ,77
2202,Южноуральский городской округ,77
2203,Ачхой-Мартановский район,78
2204,Веденский район,78
2205,Грозненский район,78
2206,Гудермесский район,78
2207,Итум-Калинский район,78
2208,Курчалоевский район,78
2209,Надтеречный район,78
2210,Наурский район,78
2211,Ножай-Юртовский район,78
2212,Урус-Мартановский район,78
2213,Шалинский район,78
2214,Шаройский район,78
2215,Шатойский район,78
2216,городской округ Аргун,78
2217,городской округ Грозный,78
2218,Алатырский район,79
2219,Аликовский район,79
2220,Батыревский район,79
2221,Вурнарский район,79
2222,Ибресинский район,79
2223,Канашский район,79
2224,Козловский район,79
2225,Комсомольский район,79
2226,Красноармейский район,79
2227,Красночетайский район,79
2228,Мариинско-Посадский район,79
2229,Моргаушский район,79
2230,Порецкий район,79
2231,Урмарский район,79
2232,Цивильский район,79
2233,Чебоксарский район,79
2234,Шемуршинский район,79
2235,Шумерлинский район,79
2236,Ядринский район,79
2237,Яльчикский район,79
2238,Янтиковский район,79
2239,городской округ Алатырь,79
2240,городской округ Канаш,79
2241,городской округ Новочебоксарск,79
2242,городской округ Чебоксары,79
2243,городской округ Шумерля,79
2244,Анадырский район,80
2245,Билибинский район,80
2246,Чукотский район,80
2247,городской округ Певек,80
2248,городской округ Эгвекинот,80
2249,Провиденский городской округ,80
2250,Красноселькупский район,81
2251,Надымский район,81
2252,Приуральский район,81
2253,Пуровский район,81
2254,Тазовский район,81
2255,Шурышкарский район,81
2256,Ямальский район,81
2257,городской округ Губкинский,81
2258,городской округ Лабытнанги,81
2259,городской округ Муравленко,81
2260,городской округ Новый Уренгой,81
2261,городской округ Ноябрьск,81
2262,городской округ Салехард,81
2263,Большесельский район,82
2264,Борисоглебский район,82
2265,Брейтовский район,82
2266,Гаврилов-Ямский район,82
2267,Даниловский район,82
2268,Любимский район,82
2269,Мышкинский район,82
2270,Некоузский район,82
2271,Некрасовский район,82
2272,Первомайский район,82
2273,Пошехонский район,82
2274,Ростовский район,82
2275,Рыбинский район,82
2276,Тутаевский район,82
2277,Угличский район,82
2278,Ярославский район,82
2279,городской округ Переславль-Залесский,82
2280,городской округ Рыбинск,82
2281,городской округ Ярославль,82
